0.0,7.0,3.0,0.0,0.0,0.0
0.0,7.0,3.0,0.0,-0.0019998314292471358,-0.0009996036187922288
0.001,6.999998000168571,3.0,6.246998123338228e-10,-0.0039996628584942715,-0.0019992072375844576
0.002,6.999994000505712,2.9999999999999973,3.1235015584919597e-9,-0.005999494287741407,-0.0029988108563766863
0.003,6.999988001011424,2.9999999999999787,8.745814850463379e-9,-0.007999325716988543,-0.003998414475168915
0.004,6.9999800016857066,2.9999999999999085,1.8741061784500967e-8,-0.009999157146235678,-0.004998018093961144
0.005,6.999970002528561,2.999999999999721,3.435868193503668e-8,-0.011998988575482813,-0.0059976217127533735
0.006,6.9999580035399855,2.999999999999309,5.6848137348806237e-8,-0.013998820004729948,-0.006997225331545603
0.007,6.999944004719981,2.999999999998513,8.745891753924334e-8,-0.015998651433977083,-0.007996828950337832
0.008,6.999928006068547,2.999999999997114,1.2744054448120315e-7,-0.017998482863224217,-0.008996432569130061
0.009000000000000001,6.999910007585684,2.99999999999482,1.7804257760607518e-7,-0.019998314292471352,-0.00999603618792229
0.010000000000000002,6.999890009271391,2.9999999999912594,2.405146187973452e-7,-0.021998145721718487,-0.01099563980671452
0.011000000000000003,6.9998680111256695,2.9999999999859686,3.161063173866662e-7,-0.023997977150965622,-0.011995243425506749
0.012000000000000004,6.999844013148518,2.9999999999783826,4.0606737515049874e-7,-0.025997808580212757,-0.012994847044298978
0.013000000000000005,6.999818015339938,2.9999999999678257,5.116475513073797e-7,-0.027997640009459892,-0.013994450663091207
0.014000000000000005,6.999790017699929,2.9999999999535008,6.340966675158802e-7,-0.029997471438707027,-0.014994054281883436
0.015000000000000006,6.99976002022849,2.9999999999344795,7.74664612873313e-7,-0.031997302867954165,-0.015993657900675664
0.016000000000000007,6.9997280229256225,2.9999999999096922,9.346013489152476e-7,-0.033997134297201304,-0.01699326151946789
0.017000000000000008,6.999694025791325,2.9999999998779185,1.1151569146158951e-6,-0.03599696572644844,-0.01799286513826012
0.01800000000000001,6.999658028825599,2.9999999998377764,1.317581431389422e-6,-0.03799679715569558,-0.018992468757052346
0.01900000000000001,6.999620032028443,2.9999999997877125,1.5431251080922524e-6,-0.03999662858494272,-0.019992072375844574
0.02000000000000001,6.999580035399858,2.9999999997259925,1.7930382460264199e-6,-0.04199646001418986,-0.0209916759946368
0.02100000000000001,6.999538038939844,2.9999999996506914,2.068571243944028e-6,-0.043996291443436995,-0.02199127961342903
0.022000000000000013,6.999494042648401,2.999999999559682,2.3709746030528804e-6,-0.045996122872684134,-0.022990883232221256
